Blocks-Iterate
Date,Time,User,Version
2019-03-03,08:17:03,dwygnonunpxefetmowde,2.1.0,190302_II_RES-MASS_OPT_01,190303_II_RES-MASS_OPT_06,True
2019-03-03,08:26:23,dwygnonunpxefetmowde,2.1.0,190302_II_RES-MASS_OPT_01,190303_II_RES-MASS_OPT_07,True
2019-03-03,08:31:03,dwygnonunpxefetmowde,2.1.0,190302_II_RES-MASS_OPT_01,190303_II_RES-MASS_OPT_08,True
2019-03-03,08:52:22,dwygnonunpxefetmowde,2.1.0,190303_II_RES-MASS_OPT_08,190303_II_RES-MASS_OPT_09,True
2019-03-03,08:59:02,dwygnonunpxefetmowde,2.1.0,190303_II_RES-MASS_OPT_09,190303_II_RES-MASS_OPT_10,True
2019-03-03,08:59:48,dwygnonunpxefetmowde,2.1.0,190302_II_RES-MASS_OPT_01,190303_II_RES-MASS_OPT_11,True
2019-03-03,09:29:54,dwygnonunpxefetmowde,2.1.0,190303_II_RES-MASS_OPT_08,190303_II_RES-MASS_OPT_12,True
2019-03-03,10:27:28,dwygnonunpxefetmowde,2.1.0,190226_I_OPT_01,190303_I_OPT_01,True
2019-03-03,13:42:59,dwygnonunpxefetmowde,2.1.0,190301_II_BASE_OPT_01,190303_II_BASE_OPT_02,True
2019-03-03,15:50:35,dwygnonunpxefetmowde,2.1.0,190303_II_BASE_OPT_02,190303_II_BASE_OPT_03,True
2019-03-03,15:51:15,dwygnonunpxefetmowde,2.1.0,190303_II_BASE_OPT_02,190303_II_BASE_OPT_03,True
2019-03-03,16:24:44,dwygnonunpxefetmowde,2.1.0,190303_II_BASE_OPT_03,190303_II_BASE_OPT_04,True
2019-03-03,17:23:31,dwygnonunpxefetmowde,2.1.0,190302_II_RES-MASS_OPT_01,190303_II_RES-MASS_OPT_01,True
2019-03-04,08:22:07,dwygnonunpxefetmowde,2.1.0,190226_II-OFF_OPT_01,190304_II-OFF-MASS_OPT_01,True
2019-03-04,08:49:58,dwygnonunpxefetmowde,2.1.0,190304_II-OFF-MASS_OPT_01,190304_II-OFF-MASS_OPT_02,True
2019-03-04,09:01:04,dwygnonunpxefetmowde,2.1.0,190304_II-OFF-MASS_OPT_02,190304_II-OFF-MASS_OPT_03,True
2019-03-04,09:01:44,dwygnonunpxefetmowde,2.1.0,190226_II-OFF_OPT_01,190304_II-OFF-MASS_OPT_00,True
2019-03-04,09:18:41,dwygnonunpxefetmowde,2.1.0,190303_II_RES-MASS_OPT_01,190304_II_RES-MASS_OPT_02,True
2019-03-04,09:33:29,dwygnonunpxefetmowde,2.1.0,190304_II_RES-MASS_OPT_02,190304_II_RES-MASS_OPT_02b,True
2019-03-04,09:33:39,dwygnonunpxefetmowde,2.1.0,190304_II_RES-MASS_OPT_02b,190304_II_RES-MASS_OPT_02a,True
2019-03-04,09:52:03,dwygnonunpxefetmowde,2.1.0,190303_II_RES-MASS_OPT_01,190304_II_RES-MASS_OPT_01b,True
2019-03-04,10:22:33,dwygnonunpxefetmowde,2.1.0,190303_II_BASE_OPT_02,190304_II_BASE_OPT_05,True
2019-03-04,10:53:30,dwygnonunpxefetmowde,2.1.0,190304_II_RES-MASS_OPT_02b,190304_II_RES-MASS_OPT_03,True
2019-03-04,11:12:06,dwygnonunpxefetmowde,2.1.0,190304_II-OFF-MASS_OPT_01,190304_II-OFF-MASS_OPT_05,True
2019-03-04,12:56:54,dwygnonunpxefetmowde,2.1.0,190303_I_OPT_01,190304_I_MASS_OPT_01,True
2019-03-04,13:38:59,dwygnonunpxefetmowde,2.1.0,190304_II_RES-MASS_OPT_03,190304_II_RES-MASS_OPT_04,True
2019-03-04,14:51:55,dwygnonunpxefetmowde,2.1.0,190304_II_RES-MASS_OPT_03,190304_II_RES-MASS_OPT_05,True
2019-03-04,14:56:20,dwygnonunpxefetmowde,2.1.0,190304_II-OFF-MASS_OPT_05,190304_II-OFF-MASS_OPT_06,True
2019-03-04,15:52:33,dwygnonunpxefetmowde,2.1.0,190304_I_MASS_OPT_01,190304_I_MASS_OPT_02,True
2019-03-04,16:11:49,dwygnonunpxefetmowde,2.1.0,190304_II_BASE_OPT_05,190304_II_BASE_OPT_06,True
2019-03-04,16:45:44,dwygnonunpxefetmowde,2.1.0,190304_II_BASE_OPT_06,190304_II_BASE_OPT_07,True
2019-03-04,17:27:25,dwygnonunpxefetmowde,2.1.0,190304_II_RES-MASS_OPT_05,190304_II_RES-MASS_OPT_06,True
2019-03-04,18:07:14,dwygnonunpxefetmowde,2.1.0,190304_II-OFF-MASS_OPT_06,190304_II-OFF_OPT_07,True
2019-03-04,18:23:30,dwygnonunpxefetmowde,2.1.0,190304_I_MASS_OPT_02,190304_I_OPT_03,True
2019-03-04,19:26:24,dwygnonunpxefetmowde,2.1.0,190304_II_BASE_OPT_06,190304_II_BASE_OPT_08,True
2019-03-05,15:47:07,pgmkdevbzsbsywpizfdw,2.1.0,190225_FEATURE WALL OPTION A,,False
2019-03-05,16:17:04,pgmkdevbzsbsywpizfdw,2.1.0,190225_FEATURE WALL OPTION A,190305_FEATURE WALL OPTION B 2',True
2019-03-05,16:20:41,dwygnonunpxefetmowde,2.1.0,190304_II_BASE_OPT_06,190305_II_BASE_OPT_00,True
2019-03-05,16:22:06,dwygnonunpxefetmowde,2.1.0,190305_II_BASE_OPT_00,190305_II_BASE_OPT_01,True
