Geometry-Rectify
Date,User
2018-08-06_11:20:52.54,fsgxpmwwjxogdnviwnfc,45.0,1.0,"[(4749.2829733492117, 1056.4591081764693, 0.0), (4244.6362247230745, 1056.4591081764693, 0.0), (4244.6362247230745, 270.28435515868614, 0.0), (4767.7590195840367, 270.2843551586862, 0.0), (4739.0038348896242, -78.859078607033041, 0.0), (5251.585242608212, -61.35687617737716, 0.0), (5277.5749761220577, 689.61797568238944, 0.0), (4749.2829733492126, 689.61797568238967, 0.0), (4749.2829733492117, 1056.4591081764693, 0.0)]",True
2018-08-06_11:22:06.57,fsgxpmwwjxogdnviwnfc,45.0,6.0,"[(8045.551975452885, -17.513535129012169, 0.0), (8648.7332578788992, -17.513535129012169, 0.0), (8648.7332578788992, 436.80437572015722, 0.0), (8997.3664433852318, 785.43756122633931, 0.0), (8705.6598651351887, 1077.1441394760623, 0.0), (8424.5922585263488, 829.14154449140187, 0.0), (7762.3946643000018, 829.14154449140187, 0.0), (7762.3946643000018, 135.92005640547723, 0.0), (8045.551975452885, 135.92005640547717, 0.0), (8045.551975452885, -17.513535129012169, 0.0)]",True
2018-08-06_12:57:36.5,fsgxpmwwjxogdnviwnfc,45.0,1.0,"[(4749.2829733492117, 1056.4591081764693, 0.0), (4244.6362247230745, 1056.4591081764693, 0.0), (4244.6362247230745, 270.28435515868614, 0.0), (4767.7590195840367, 270.2843551586862, 0.0), (4739.0038348896242, -78.859078607033041, 0.0), (5251.585242608212, -61.35687617737716, 0.0), (5277.5749761220577, 689.61797568238944, 0.0), (4749.2829733492126, 689.61797568238967, 0.0), (4749.2829733492117, 1056.4591081764693, 0.0)]",True
2018-08-06_12:58:22.86,fsgxpmwwjxogdnviwnfc,45.0,1.0,"[(8228.6460945825111, -17.513535129012169, 0.0), (8831.8273770085252, -17.513535129012169, 0.0), (8831.8273770085252, 436.80437572015722, 0.0), (9180.4605625148579, 785.43756122633931, 0.0), (8888.7539842648148, 1077.1441394760623, 0.0), (8607.6863776559749, 829.14154449140187, 0.0), (7945.4887834296278, 829.14154449140187, 0.0), (7945.4887834296278, 135.92005640547723, 0.0), (8228.6460945825111, 135.92005640547717, 0.0), (8228.6460945825111, -17.513535129012169, 0.0)]",True
2018-08-08_08:54:15.33,wanrsqjwdptgkljcpwqu,45.0,1.0,"[(575.9877038407958, 814.29658282962009, 0.0), (575.9877038407958, 285.67705549107632, 0.0), (1174.4896027955285, 285.67705549107632, 0.0), (1174.4896027955285, -30.110586668408359, 0.0), (1465.0584765133099, 260.45828704941778, 0.0), (1465.0584765133099, 1078.7006334907264, 0.0), (575.9877038407958, 814.29658282962009, 0.0)]",True
2018-08-08_09:25:54.41,dwygnonunpxefetmowde,45.0,1.0,"[(1959.8002502013308, 1088.6568619606708, 3620.0006103515625), (1969.3002504397493, 1088.6568619606708, 3620.0006103515625), (1969.3002504397493, 1098.6568617222522, 3620.0006103515625), (1959.8002502013308, 1098.6568617222522, 3620.0006103515625), (1959.8002502013308, 1088.6568619606708, 3620.0006103515625)]",True
2018-08-08_09:26:19.84,dwygnonunpxefetmowde,45.0,1.0,"[(1971.4036941612605, 1127.7818619606708, 1648.0006713867187), (1980.9036943996791, 1127.7818619606708, 1648.0006713867187), (1980.9036943996791, 1137.7818617222522, 1648.0006713867187), (1971.4036941612605, 1137.7818617222522, 1648.0006713867187), (1971.4036941612605, 1127.7818619606708, 1648.0006713867187)]",True
2018-08-08_09:58:27.87,wanrsqjwdptgkljcpwqu,45.0,1.0,"[(686.17910946084555, 1390.9790331565662, 0.0), (1035.0997934964835, 1390.9790331565662, 0.0), (1035.0997934964835, 955.3319920101203, 0.0), (357.57324762200005, 955.3319920101203, 0.0), (357.57324762200005, 1213.2508179419424, 0.0)]",True
2018-08-10_09:21:32.22,wanrsqjwdptgkljcpwqu,45.0,1.0,"[(253.2231559010761, -317.68809086347551, 0.0), (857.10327800698178, -317.68809086347551, 0.0), (857.10327800698178, -243.3511887662462, 30.806023292428012), (253.2231559010761, -243.3511887662462, 0.0), (253.2231559010761, -317.68809086347551, 0.0)]",True
2018-08-10_09:28:05.3,wanrsqjwdptgkljcpwqu,45.0,1.0,"[(252.2231559010761, -317.68809086347551, 0.0), (857.2231559010761, -317.68809086347551, 0.0), (857.2231559010761, -237.68809086347551, 0.0), (252.2231559010761, -237.68809086347551, 0.0), (252.2231559010761, -317.68809086347551, 0.0)]",True
2018-08-10_09:29:50.15,wanrsqjwdptgkljcpwqu,45.0,1.0,"[(761.72972604657411, -651.94016570289443, 0.0), (727.63750071571258, -749.7222785591149, 0.0), (693.54527538485127, -847.5043914153357, 0.0), (578.61686071864096, -847.5043914153357, 0.0), (463.68844605243066, -847.5043914153357, 0.0), (463.68844605243066, -683.26133909615987, 0.0), (463.68844605243066, -519.01828677698427, 0.0), (565.49640266890083, -519.01828677698427, 0.0), (667.30435928537111, -519.01828677698427, 0.0), (713.17759884379734, -530.16083974852631, 0.0), (748.82793836710368, -561.10536892867958, 0.0), (766.31066192345224, -604.95585320605869, 0.0), (761.72972604657411, -651.94016570289443, 0.0)]",True
2018-08-10_12:25:25.23,wanrsqjwdptgkljcpwqu,2.0.1,45.0,1.0,"[(-38.477470014434758, 32.347610641448668, 0.0), (5.0450883214038953, 32.347610641448668, 0.0), (5.0450883214038953, 53.07002233511794, 0.0), (-38.477470014434758, 53.07002233511794, 0.0), (-38.477470014434758, 32.347610641448668, 0.0)]",True
